ImageName,isCancerous,cellType,trainValTest
./Image_classification_data/patch_images\10117.png,1,2,0
./Image_classification_data/patch_images\10118.png,1,2,0
./Image_classification_data/patch_images\10119.png,1,2,0
./Image_classification_data/patch_images\1012.png,1,2,0
./Image_classification_data/patch_images\10120.png,1,2,0
./Image_classification_data/patch_images\10121.png,1,2,0
./Image_classification_data/patch_images\10122.png,1,2,0
./Image_classification_data/patch_images\10123.png,1,2,0
./Image_classification_data/patch_images\10124.png,1,2,0
./Image_classification_data/patch_images\10125.png,1,2,0
./Image_classification_data/patch_images\10126.png,1,2,0
./Image_classification_data/patch_images\10127.png,1,2,0
./Image_classification_data/patch_images\10128.png,1,2,0
./Image_classification_data/patch_images\10129.png,1,2,0
./Image_classification_data/patch_images\10130.png,1,2,0
./Image_classification_data/patch_images\10131.png,1,2,0
./Image_classification_data/patch_images\10132.png,1,2,0
./Image_classification_data/patch_images\10133.png,1,2,0
./Image_classification_data/patch_images\10134.png,1,2,0
./Image_classification_data/patch_images\10135.png,1,2,0
./Image_classification_data/patch_images\10136.png,1,2,0
./Image_classification_data/patch_images\10137.png,1,2,0
./Image_classification_data/patch_images\10138.png,1,2,0
./Image_classification_data/patch_images\10139.png,1,2,0
./Image_classification_data/patch_images\10140.png,1,2,0
./Image_classification_data/patch_images\10141.png,1,2,0
./Image_classification_data/patch_images\10142.png,1,2,0
./Image_classification_data/patch_images\10143.png,1,2,0
./Image_classification_data/patch_images\10144.png,1,2,0
./Image_classification_data/patch_images\10145.png,1,2,0
./Image_classification_data/patch_images\10148.png,1,2,0
./Image_classification_data/patch_images\10149.png,1,2,0
./Image_classification_data/patch_images\1015.png,1,2,0
./Image_classification_data/patch_images\10150.png,1,2,0
./Image_classification_data/patch_images\10154.png,1,2,0
./Image_classification_data/patch_images\10156.png,1,2,0
./Image_classification_data/patch_images\10158.png,0,0,0
./Image_classification_data/patch_images\10159.png,0,0,0
./Image_classification_data/patch_images\1016.png,1,2,0
./Image_classification_data/patch_images\10160.png,0,0,0
./Image_classification_data/patch_images\10161.png,0,0,0
./Image_classification_data/patch_images\10163.png,0,0,0
./Image_classification_data/patch_images\10164.png,0,0,0
./Image_classification_data/patch_images\10165.png,0,0,0
./Image_classification_data/patch_images\10166.png,0,0,0
./Image_classification_data/patch_images\10167.png,0,0,0
./Image_classification_data/patch_images\10168.png,0,0,0
./Image_classification_data/patch_images\10169.png,0,0,0
./Image_classification_data/patch_images\1017.png,1,2,0
./Image_classification_data/patch_images\10170.png,0,0,0
./Image_classification_data/patch_images\10171.png,0,0,0
./Image_classification_data/patch_images\10172.png,0,0,0
./Image_classification_data/patch_images\10174.png,0,0,0
./Image_classification_data/patch_images\10175.png,0,0,0
./Image_classification_data/patch_images\10176.png,0,0,0
./Image_classification_data/patch_images\10177.png,0,0,0
./Image_classification_data/patch_images\10178.png,0,0,0
./Image_classification_data/patch_images\10179.png,0,0,0
./Image_classification_data/patch_images\1018.png,1,2,0
./Image_classification_data/patch_images\10180.png,0,0,0
./Image_classification_data/patch_images\10181.png,0,0,0
./Image_classification_data/patch_images\10182.png,0,0,0
./Image_classification_data/patch_images\10183.png,0,0,0
./Image_classification_data/patch_images\10184.png,0,0,0
./Image_classification_data/patch_images\10185.png,0,0,0
./Image_classification_data/patch_images\10186.png,0,0,0
./Image_classification_data/patch_images\10187.png,0,0,0
./Image_classification_data/patch_images\10188.png,0,0,0
./Image_classification_data/patch_images\10189.png,0,0,0
./Image_classification_data/patch_images\1019.png,1,2,0
./Image_classification_data/patch_images\10190.png,0,0,0
./Image_classification_data/patch_images\10191.png,0,0,0
./Image_classification_data/patch_images\10192.png,0,0,0
./Image_classification_data/patch_images\10193.png,0,0,0
./Image_classification_data/patch_images\10194.png,0,0,0
./Image_classification_data/patch_images\10195.png,0,0,0
./Image_classification_data/patch_images\10196.png,0,0,0
./Image_classification_data/patch_images\10197.png,0,0,0
./Image_classification_data/patch_images\10198.png,0,0,0
./Image_classification_data/patch_images\10199.png,0,0,0
./Image_classification_data/patch_images\102.png,1,2,0
./Image_classification_data/patch_images\1020.png,1,2,0
./Image_classification_data/patch_images\10200.png,0,1,0
./Image_classification_data/patch_images\10201.png,0,1,0
./Image_classification_data/patch_images\10202.png,0,1,0
./Image_classification_data/patch_images\10203.png,0,1,0
./Image_classification_data/patch_images\10204.png,0,1,0
./Image_classification_data/patch_images\10205.png,0,1,0
./Image_classification_data/patch_images\10206.png,0,1,0
./Image_classification_data/patch_images\10207.png,0,1,0
./Image_classification_data/patch_images\10208.png,0,1,0
./Image_classification_data/patch_images\10209.png,0,1,0
./Image_classification_data/patch_images\1021.png,1,2,0
./Image_classification_data/patch_images\10210.png,0,1,0
./Image_classification_data/patch_images\10211.png,0,1,0
./Image_classification_data/patch_images\10212.png,0,1,0
./Image_classification_data/patch_images\10213.png,0,1,0
./Image_classification_data/patch_images\10214.png,0,1,0
./Image_classification_data/patch_images\10216.png,0,1,0
./Image_classification_data/patch_images\10217.png,0,3,0
./Image_classification_data/patch_images\10218.png,0,3,0
./Image_classification_data/patch_images\10219.png,0,3,0
./Image_classification_data/patch_images\1022.png,1,2,0
./Image_classification_data/patch_images\10221.png,1,2,0
./Image_classification_data/patch_images\10222.png,1,2,0
./Image_classification_data/patch_images\10223.png,1,2,0
./Image_classification_data/patch_images\10224.png,1,2,0
./Image_classification_data/patch_images\10225.png,1,2,0
./Image_classification_data/patch_images\10226.png,1,2,0
./Image_classification_data/patch_images\10227.png,1,2,0
./Image_classification_data/patch_images\10228.png,1,2,0
./Image_classification_data/patch_images\10229.png,1,2,0
./Image_classification_data/patch_images\1023.png,1,2,0
./Image_classification_data/patch_images\10230.png,1,2,0
./Image_classification_data/patch_images\10231.png,1,2,0
./Image_classification_data/patch_images\10232.png,1,2,0
./Image_classification_data/patch_images\10233.png,1,2,0
./Image_classification_data/patch_images\10234.png,1,2,0
./Image_classification_data/patch_images\10235.png,1,2,0
./Image_classification_data/patch_images\10236.png,1,2,0
./Image_classification_data/patch_images\10237.png,1,2,0
./Image_classification_data/patch_images\10238.png,1,2,0
./Image_classification_data/patch_images\10239.png,1,2,0
./Image_classification_data/patch_images\1024.png,1,2,0
./Image_classification_data/patch_images\10240.png,1,2,0
./Image_classification_data/patch_images\10241.png,1,2,0
./Image_classification_data/patch_images\10242.png,1,2,0
./Image_classification_data/patch_images\10243.png,1,2,0
./Image_classification_data/patch_images\10244.png,1,2,0
./Image_classification_data/patch_images\10245.png,1,2,0
./Image_classification_data/patch_images\1025.png,1,2,0
./Image_classification_data/patch_images\1026.png,1,2,0
./Image_classification_data/patch_images\1027.png,1,2,2
./Image_classification_data/patch_images\1028.png,1,2,0
./Image_classification_data/patch_images\103.png,1,2,0
./Image_classification_data/patch_images\1031.png,0,1,0
./Image_classification_data/patch_images\1032.png,0,1,2
./Image_classification_data/patch_images\1033.png,0,1,0
./Image_classification_data/patch_images\1034.png,0,1,0
./Image_classification_data/patch_images\1035.png,0,1,2
./Image_classification_data/patch_images\1036.png,0,1,1
./Image_classification_data/patch_images\1037.png,0,1,2
./Image_classification_data/patch_images\1038.png,0,1,1
./Image_classification_data/patch_images\1039.png,0,1,2
./Image_classification_data/patch_images\104.png,1,2,2
./Image_classification_data/patch_images\1040.png,0,1,0
./Image_classification_data/patch_images\1041.png,0,1,0
./Image_classification_data/patch_images\1042.png,0,1,2
./Image_classification_data/patch_images\1043.png,0,1,0
./Image_classification_data/patch_images\1044.png,0,1,2
./Image_classification_data/patch_images\1045.png,0,1,0
./Image_classification_data/patch_images\1046.png,0,1,1
./Image_classification_data/patch_images\1047.png,0,1,1
./Image_classification_data/patch_images\1048.png,0,1,0
./Image_classification_data/patch_images\1049.png,0,1,0
./Image_classification_data/patch_images\105.png,1,2,2
./Image_classification_data/patch_images\1050.png,0,1,0
./Image_classification_data/patch_images\1051.png,0,1,0
./Image_classification_data/patch_images\1052.png,0,1,0
./Image_classification_data/patch_images\1054.png,0,1,1
./Image_classification_data/patch_images\1055.png,0,1,1
./Image_classification_data/patch_images\1056.png,0,1,2
./Image_classification_data/patch_images\1057.png,0,1,0
./Image_classification_data/patch_images\1058.png,0,1,0
./Image_classification_data/patch_images\1059.png,0,1,0
./Image_classification_data/patch_images\106.png,1,2,0
./Image_classification_data/patch_images\1061.png,0,1,0
./Image_classification_data/patch_images\1062.png,0,1,1
./Image_classification_data/patch_images\1063.png,0,1,0
./Image_classification_data/patch_images\1064.png,0,1,0
./Image_classification_data/patch_images\1065.png,0,1,0
./Image_classification_data/patch_images\1066.png,0,1,2
./Image_classification_data/patch_images\1067.png,0,1,0
./Image_classification_data/patch_images\1068.png,0,1,0
./Image_classification_data/patch_images\1069.png,0,3,0
./Image_classification_data/patch_images\107.png,1,2,1
./Image_classification_data/patch_images\1070.png,0,3,0
./Image_classification_data/patch_images\1071.png,0,3,1
./Image_classification_data/patch_images\1072.png,0,3,0
./Image_classification_data/patch_images\1073.png,0,3,2
./Image_classification_data/patch_images\1075.png,0,3,1
./Image_classification_data/patch_images\1076.png,0,3,0
./Image_classification_data/patch_images\1077.png,0,3,2
./Image_classification_data/patch_images\1078.png,0,3,0
./Image_classification_data/patch_images\1079.png,0,3,2
./Image_classification_data/patch_images\108.png,1,2,0
./Image_classification_data/patch_images\1080.png,0,3,0
./Image_classification_data/patch_images\1081.png,0,3,2
./Image_classification_data/patch_images\1082.png,0,3,2
./Image_classification_data/patch_images\1083.png,0,3,0
./Image_classification_data/patch_images\1084.png,0,3,1
./Image_classification_data/patch_images\1085.png,0,3,2
./Image_classification_data/patch_images\1086.png,0,3,1
./Image_classification_data/patch_images\1087.png,0,3,0
./Image_classification_data/patch_images\1088.png,0,3,0
./Image_classification_data/patch_images\1089.png,0,3,0
./Image_classification_data/patch_images\109.png,1,2,1
./Image_classification_data/patch_images\1090.png,0,3,2
./Image_classification_data/patch_images\1091.png,0,3,0
./Image_classification_data/patch_images\1092.png,0,3,0
./Image_classification_data/patch_images\1093.png,0,3,0
./Image_classification_data/patch_images\1094.png,0,3,0
./Image_classification_data/patch_images\1095.png,0,3,0
./Image_classification_data/patch_images\1096.png,0,3,0
./Image_classification_data/patch_images\1098.png,0,3,0
./Image_classification_data/patch_images\1099.png,0,3,2
./Image_classification_data/patch_images\11.png,0,0,0
./Image_classification_data/patch_images\110.png,1,2,0
./Image_classification_data/patch_images\1100.png,0,3,0
./Image_classification_data/patch_images\1101.png,0,3,0
./Image_classification_data/patch_images\1102.png,0,3,2
./Image_classification_data/patch_images\1103.png,0,3,0
./Image_classification_data/patch_images\1104.png,0,3,0
./Image_classification_data/patch_images\1105.png,0,3,0
./Image_classification_data/patch_images\1106.png,0,3,2
./Image_classification_data/patch_images\1107.png,0,3,2
./Image_classification_data/patch_images\1108.png,0,3,2
./Image_classification_data/patch_images\1109.png,0,3,0
./Image_classification_data/patch_images\111.png,1,2,0
./Image_classification_data/patch_images\1110.png,0,3,0
./Image_classification_data/patch_images\1111.png,0,3,0
./Image_classification_data/patch_images\1112.png,0,3,0
./Image_classification_data/patch_images\1113.png,0,3,0
./Image_classification_data/patch_images\1115.png,0,3,0
./Image_classification_data/patch_images\1117.png,0,3,0
./Image_classification_data/patch_images\1118.png,0,3,1
./Image_classification_data/patch_images\1119.png,0,3,0
./Image_classification_data/patch_images\112.png,1,2,2
./Image_classification_data/patch_images\1120.png,0,3,0
./Image_classification_data/patch_images\1121.png,0,3,0
./Image_classification_data/patch_images\1122.png,0,3,0
./Image_classification_data/patch_images\1123.png,0,3,0
./Image_classification_data/patch_images\1124.png,0,3,0
./Image_classification_data/patch_images\1125.png,0,3,1
./Image_classification_data/patch_images\1126.png,0,3,2
./Image_classification_data/patch_images\1127.png,0,3,1
./Image_classification_data/patch_images\11270.png,0,0,0
./Image_classification_data/patch_images\11271.png,0,0,0
./Image_classification_data/patch_images\11272.png,0,0,0
./Image_classification_data/patch_images\11273.png,0,0,0
./Image_classification_data/patch_images\11274.png,0,0,0
./Image_classification_data/patch_images\11275.png,0,0,0
./Image_classification_data/patch_images\11276.png,0,0,0
./Image_classification_data/patch_images\11277.png,0,0,0
./Image_classification_data/patch_images\11278.png,0,0,0
./Image_classification_data/patch_images\11279.png,0,0,0
./Image_classification_data/patch_images\1128.png,0,3,1
./Image_classification_data/patch_images\11280.png,0,0,0
./Image_classification_data/patch_images\11281.png,0,0,0
./Image_classification_data/patch_images\11282.png,0,0,0
./Image_classification_data/patch_images\11283.png,0,0,0
./Image_classification_data/patch_images\11284.png,0,0,0
./Image_classification_data/patch_images\11285.png,0,0,0
./Image_classification_data/patch_images\11286.png,0,0,0
./Image_classification_data/patch_images\11287.png,0,0,0
./Image_classification_data/patch_images\11289.png,0,1,0
./Image_classification_data/patch_images\1129.png,0,3,2
./Image_classification_data/patch_images\11290.png,0,1,0
./Image_classification_data/patch_images\11291.png,0,1,0
./Image_classification_data/patch_images\11292.png,0,1,0
./Image_classification_data/patch_images\11293.png,0,1,0
./Image_classification_data/patch_images\11294.png,0,1,0
./Image_classification_data/patch_images\11295.png,0,1,0
./Image_classification_data/patch_images\11296.png,0,1,0
./Image_classification_data/patch_images\11297.png,0,1,0
./Image_classification_data/patch_images\11298.png,0,1,0
./Image_classification_data/patch_images\11299.png,0,3,0
./Image_classification_data/patch_images\113.png,1,2,0
./Image_classification_data/patch_images\1130.png,0,3,0
./Image_classification_data/patch_images\11300.png,0,3,0
./Image_classification_data/patch_images\11301.png,0,3,0
./Image_classification_data/patch_images\11302.png,0,3,0
./Image_classification_data/patch_images\11303.png,0,3,0
./Image_classification_data/patch_images\11304.png,0,3,0
./Image_classification_data/patch_images\11307.png,0,3,0
./Image_classification_data/patch_images\11308.png,0,3,0
./Image_classification_data/patch_images\11309.png,0,3,0
./Image_classification_data/patch_images\1131.png,0,3,1
./Image_classification_data/patch_images\11310.png,0,3,0
./Image_classification_data/patch_images\11311.png,1,2,0
./Image_classification_data/patch_images\11312.png,1,2,0
./Image_classification_data/patch_images\11313.png,1,2,0
./Image_classification_data/patch_images\11314.png,1,2,0
./Image_classification_data/patch_images\11315.png,1,2,0
./Image_classification_data/patch_images\11316.png,1,2,0
./Image_classification_data/patch_images\11317.png,1,2,0
./Image_classification_data/patch_images\11318.png,1,2,0
./Image_classification_data/patch_images\11319.png,1,2,0
./Image_classification_data/patch_images\1132.png,0,3,0
./Image_classification_data/patch_images\11320.png,1,2,0
./Image_classification_data/patch_images\11321.png,1,2,0
./Image_classification_data/patch_images\11322.png,1,2,0
./Image_classification_data/patch_images\11323.png,1,2,0
./Image_classification_data/patch_images\11324.png,1,2,0
./Image_classification_data/patch_images\11325.png,1,2,0
./Image_classification_data/patch_images\11326.png,1,2,0
./Image_classification_data/patch_images\11327.png,1,2,0
./Image_classification_data/patch_images\11328.png,1,2,0
./Image_classification_data/patch_images\11329.png,1,2,0
./Image_classification_data/patch_images\1133.png,0,3,1
./Image_classification_data/patch_images\11330.png,1,2,0
./Image_classification_data/patch_images\11331.png,1,2,0
./Image_classification_data/patch_images\11332.png,1,2,0
./Image_classification_data/patch_images\11333.png,1,2,0
./Image_classification_data/patch_images\11334.png,1,2,0
./Image_classification_data/patch_images\11335.png,1,2,0
./Image_classification_data/patch_images\11336.png,1,2,0
./Image_classification_data/patch_images\11337.png,1,2,0
./Image_classification_data/patch_images\11338.png,1,2,0
./Image_classification_data/patch_images\11339.png,1,2,0
./Image_classification_data/patch_images\1134.png,0,3,0
./Image_classification_data/patch_images\11340.png,1,2,0
./Image_classification_data/patch_images\11341.png,1,2,0
./Image_classification_data/patch_images\11342.png,1,2,0
./Image_classification_data/patch_images\11343.png,1,2,0
./Image_classification_data/patch_images\11344.png,1,2,0
./Image_classification_data/patch_images\11345.png,1,2,0
./Image_classification_data/patch_images\11346.png,1,2,0
./Image_classification_data/patch_images\11347.png,1,2,0
./Image_classification_data/patch_images\11348.png,1,2,0
./Image_classification_data/patch_images\11349.png,1,2,0
./Image_classification_data/patch_images\1135.png,0,3,0
./Image_classification_data/patch_images\11350.png,1,2,0
./Image_classification_data/patch_images\11351.png,1,2,0
./Image_classification_data/patch_images\11352.png,1,2,0
./Image_classification_data/patch_images\11353.png,1,2,0
./Image_classification_data/patch_images\11354.png,1,2,0
./Image_classification_data/patch_images\11355.png,1,2,0
./Image_classification_data/patch_images\11356.png,1,2,0
./Image_classification_data/patch_images\11357.png,1,2,0
./Image_classification_data/patch_images\11358.png,1,2,0
./Image_classification_data/patch_images\11359.png,1,2,0
./Image_classification_data/patch_images\1136.png,0,3,0
./Image_classification_data/patch_images\11360.png,1,2,0
./Image_classification_data/patch_images\11361.png,1,2,0
./Image_classification_data/patch_images\11362.png,1,2,0
./Image_classification_data/patch_images\11363.png,1,2,0
./Image_classification_data/patch_images\11364.png,1,2,0
./Image_classification_data/patch_images\11365.png,1,2,0
./Image_classification_data/patch_images\11366.png,1,2,0
./Image_classification_data/patch_images\11367.png,1,2,0
./Image_classification_data/patch_images\11368.png,1,2,0
./Image_classification_data/patch_images\11369.png,1,2,0
./Image_classification_data/patch_images\1137.png,0,3,2
./Image_classification_data/patch_images\11370.png,1,2,0
./Image_classification_data/patch_images\11371.png,1,2,0
./Image_classification_data/patch_images\1138.png,0,3,0
./Image_classification_data/patch_images\1139.png,0,3,1
./Image_classification_data/patch_images\114.png,1,2,0
./Image_classification_data/patch_images\1144.png,0,3,0
./Image_classification_data/patch_images\1145.png,0,3,0
./Image_classification_data/patch_images\1146.png,0,3,0
./Image_classification_data/patch_images\1147.png,0,3,2
./Image_classification_data/patch_images\1148.png,0,3,0
./Image_classification_data/patch_images\115.png,1,2,0
./Image_classification_data/patch_images\1150.png,0,3,0
./Image_classification_data/patch_images\1151.png,0,3,0
./Image_classification_data/patch_images\1152.png,1,2,0
./Image_classification_data/patch_images\1153.png,1,2,1
./Image_classification_data/patch_images\1154.png,1,2,1
./Image_classification_data/patch_images\1155.png,1,2,0
./Image_classification_data/patch_images\1156.png,1,2,1
./Image_classification_data/patch_images\1157.png,1,2,0
./Image_classification_data/patch_images\1158.png,1,2,1
./Image_classification_data/patch_images\1159.png,1,2,0
./Image_classification_data/patch_images\116.png,1,2,1
./Image_classification_data/patch_images\1160.png,1,2,0
./Image_classification_data/patch_images\1161.png,1,2,1
./Image_classification_data/patch_images\1162.png,1,2,0
./Image_classification_data/patch_images\1163.png,1,2,0
./Image_classification_data/patch_images\1164.png,1,2,0
./Image_classification_data/patch_images\1165.png,1,2,1
./Image_classification_data/patch_images\1166.png,1,2,0
./Image_classification_data/patch_images\1167.png,1,2,2
./Image_classification_data/patch_images\1168.png,1,2,2
./Image_classification_data/patch_images\1169.png,1,2,0
./Image_classification_data/patch_images\117.png,1,2,1
./Image_classification_data/patch_images\1170.png,1,2,2
./Image_classification_data/patch_images\1171.png,1,2,1
./Image_classification_data/patch_images\1172.png,1,2,2
./Image_classification_data/patch_images\1173.png,1,2,0
./Image_classification_data/patch_images\1174.png,1,2,0
./Image_classification_data/patch_images\11747.png,0,1,0
./Image_classification_data/patch_images\11748.png,0,1,0
./Image_classification_data/patch_images\11749.png,0,3,0
./Image_classification_data/patch_images\1175.png,1,2,0
./Image_classification_data/patch_images\11750.png,0,3,0
./Image_classification_data/patch_images\11751.png,0,3,0
./Image_classification_data/patch_images\11752.png,0,3,0
./Image_classification_data/patch_images\11753.png,0,3,0
./Image_classification_data/patch_images\11754.png,0,3,0
./Image_classification_data/patch_images\11755.png,0,3,0
./Image_classification_data/patch_images\11756.png,0,3,0
./Image_classification_data/patch_images\11757.png,0,3,0
./Image_classification_data/patch_images\11758.png,0,3,0
./Image_classification_data/patch_images\11759.png,0,3,0
./Image_classification_data/patch_images\1176.png,1,2,0
./Image_classification_data/patch_images\11760.png,0,3,0
./Image_classification_data/patch_images\11761.png,0,3,0
./Image_classification_data/patch_images\11762.png,0,3,0
./Image_classification_data/patch_images\11763.png,0,3,0
./Image_classification_data/patch_images\11764.png,0,3,0
./Image_classification_data/patch_images\11765.png,0,3,0
./Image_classification_data/patch_images\11766.png,0,3,0
./Image_classification_data/patch_images\11767.png,0,3,0
./Image_classification_data/patch_images\11768.png,0,3,0
./Image_classification_data/patch_images\11769.png,1,2,0
./Image_classification_data/patch_images\1177.png,1,2,1
./Image_classification_data/patch_images\11770.png,1,2,0
./Image_classification_data/patch_images\11771.png,1,2,0
./Image_classification_data/patch_images\11772.png,1,2,0
./Image_classification_data/patch_images\11773.png,1,2,0
./Image_classification_data/patch_images\11774.png,1,2,0
./Image_classification_data/patch_images\11775.png,1,2,0
./Image_classification_data/patch_images\11776.png,1,2,0
./Image_classification_data/patch_images\11777.png,1,2,0
./Image_classification_data/patch_images\11778.png,1,2,0
./Image_classification_data/patch_images\11779.png,1,2,0
./Image_classification_data/patch_images\1178.png,1,2,1
./Image_classification_data/patch_images\11780.png,1,2,0
./Image_classification_data/patch_images\11781.png,1,2,0
./Image_classification_data/patch_images\11782.png,1,2,0
./Image_classification_data/patch_images\11783.png,1,2,0
./Image_classification_data/patch_images\11784.png,1,2,0
./Image_classification_data/patch_images\11785.png,1,2,0
./Image_classification_data/patch_images\11786.png,1,2,0
./Image_classification_data/patch_images\11787.png,1,2,0
./Image_classification_data/patch_images\11788.png,1,2,0
./Image_classification_data/patch_images\11789.png,1,2,0
./Image_classification_data/patch_images\1179.png,1,2,0
./Image_classification_data/patch_images\11790.png,1,2,0
