ImageName,isCancerous,cellType,trainValTest
./Image_classification_data/patch_images\10448.png,1,-1,0
./Image_classification_data/patch_images\10449.png,1,-1,0
./Image_classification_data/patch_images\10450.png,1,-1,0
./Image_classification_data/patch_images\10451.png,1,-1,0
./Image_classification_data/patch_images\10452.png,1,-1,0
./Image_classification_data/patch_images\10453.png,1,-1,0
./Image_classification_data/patch_images\10454.png,1,-1,0
./Image_classification_data/patch_images\10455.png,1,-1,0
./Image_classification_data/patch_images\10456.png,1,-1,0
./Image_classification_data/patch_images\10457.png,1,-1,0
./Image_classification_data/patch_images\10458.png,1,-1,0
./Image_classification_data/patch_images\10459.png,1,-1,0
./Image_classification_data/patch_images\10460.png,1,-1,0
./Image_classification_data/patch_images\10461.png,1,-1,0
./Image_classification_data/patch_images\10462.png,1,-1,0
./Image_classification_data/patch_images\10463.png,1,-1,0
./Image_classification_data/patch_images\10464.png,1,-1,0
./Image_classification_data/patch_images\10465.png,1,-1,0
./Image_classification_data/patch_images\10466.png,1,-1,0
./Image_classification_data/patch_images\10467.png,1,-1,0
./Image_classification_data/patch_images\10468.png,1,-1,0
./Image_classification_data/patch_images\10469.png,1,-1,0
./Image_classification_data/patch_images\10470.png,1,-1,0
./Image_classification_data/patch_images\10471.png,1,-1,0
./Image_classification_data/patch_images\10472.png,1,-1,0
./Image_classification_data/patch_images\10473.png,1,-1,0
./Image_classification_data/patch_images\10476.png,0,-1,0
./Image_classification_data/patch_images\10477.png,0,-1,0
./Image_classification_data/patch_images\10478.png,0,-1,0
./Image_classification_data/patch_images\10479.png,0,-1,0
./Image_classification_data/patch_images\10480.png,0,-1,0
./Image_classification_data/patch_images\10481.png,0,-1,0
./Image_classification_data/patch_images\10482.png,0,-1,0
./Image_classification_data/patch_images\10483.png,0,-1,0
./Image_classification_data/patch_images\10484.png,0,-1,0
./Image_classification_data/patch_images\10485.png,0,-1,0
./Image_classification_data/patch_images\10486.png,0,-1,0
./Image_classification_data/patch_images\10487.png,0,-1,0
./Image_classification_data/patch_images\10488.png,0,-1,0
./Image_classification_data/patch_images\10489.png,0,-1,0
./Image_classification_data/patch_images\10490.png,0,-1,0
./Image_classification_data/patch_images\10491.png,0,-1,0
./Image_classification_data/patch_images\10492.png,0,-1,0
./Image_classification_data/patch_images\10493.png,0,-1,0
./Image_classification_data/patch_images\10494.png,0,-1,0
./Image_classification_data/patch_images\10495.png,0,-1,0
./Image_classification_data/patch_images\10497.png,0,-1,0
./Image_classification_data/patch_images\10498.png,0,-1,0
./Image_classification_data/patch_images\10499.png,0,-1,0
./Image_classification_data/patch_images\10500.png,0,-1,0
./Image_classification_data/patch_images\10501.png,0,-1,0
./Image_classification_data/patch_images\10502.png,0,-1,0
./Image_classification_data/patch_images\10503.png,0,-1,0
./Image_classification_data/patch_images\10504.png,0,-1,0
./Image_classification_data/patch_images\10505.png,0,-1,0
./Image_classification_data/patch_images\10506.png,0,-1,0
./Image_classification_data/patch_images\10507.png,0,-1,0
./Image_classification_data/patch_images\10508.png,0,-1,0
./Image_classification_data/patch_images\10509.png,0,-1,0
./Image_classification_data/patch_images\10510.png,0,-1,0
./Image_classification_data/patch_images\10511.png,0,-1,0
./Image_classification_data/patch_images\10512.png,0,-1,0
./Image_classification_data/patch_images\10513.png,0,-1,0
./Image_classification_data/patch_images\10514.png,0,-1,0
./Image_classification_data/patch_images\10515.png,0,-1,0
./Image_classification_data/patch_images\10516.png,0,-1,0
./Image_classification_data/patch_images\10517.png,0,-1,0
./Image_classification_data/patch_images\10518.png,0,-1,0
./Image_classification_data/patch_images\10519.png,0,-1,0
./Image_classification_data/patch_images\10520.png,0,-1,0
./Image_classification_data/patch_images\10521.png,0,-1,0
./Image_classification_data/patch_images\10522.png,0,-1,0
./Image_classification_data/patch_images\10523.png,0,-1,0
./Image_classification_data/patch_images\10524.png,0,-1,0
./Image_classification_data/patch_images\10525.png,0,-1,0
./Image_classification_data/patch_images\10526.png,0,-1,0
./Image_classification_data/patch_images\10527.png,0,-1,0
./Image_classification_data/patch_images\10528.png,0,-1,0
./Image_classification_data/patch_images\10529.png,0,-1,0
./Image_classification_data/patch_images\10530.png,0,-1,0
./Image_classification_data/patch_images\10532.png,0,-1,0
./Image_classification_data/patch_images\10533.png,0,-1,0
./Image_classification_data/patch_images\10534.png,0,-1,0
./Image_classification_data/patch_images\10535.png,0,-1,0
./Image_classification_data/patch_images\10536.png,0,-1,0
./Image_classification_data/patch_images\10537.png,0,-1,0
./Image_classification_data/patch_images\10538.png,0,-1,0
./Image_classification_data/patch_images\10539.png,0,-1,0
./Image_classification_data/patch_images\10540.png,0,-1,0
./Image_classification_data/patch_images\10541.png,0,-1,0
./Image_classification_data/patch_images\10543.png,0,-1,0
./Image_classification_data/patch_images\10544.png,0,-1,0
./Image_classification_data/patch_images\10545.png,0,-1,0
./Image_classification_data/patch_images\10547.png,0,-1,0
./Image_classification_data/patch_images\10548.png,0,-1,0
./Image_classification_data/patch_images\10549.png,0,-1,0
./Image_classification_data/patch_images\10550.png,0,-1,0
./Image_classification_data/patch_images\10551.png,0,-1,0
./Image_classification_data/patch_images\10552.png,0,-1,0
./Image_classification_data/patch_images\10553.png,0,-1,0
./Image_classification_data/patch_images\10554.png,0,-1,0
./Image_classification_data/patch_images\10555.png,0,-1,0
./Image_classification_data/patch_images\10556.png,0,-1,0
./Image_classification_data/patch_images\10557.png,0,-1,0
./Image_classification_data/patch_images\10558.png,0,-1,0
./Image_classification_data/patch_images\10559.png,0,-1,0
./Image_classification_data/patch_images\10561.png,0,-1,0
./Image_classification_data/patch_images\10562.png,0,-1,0
./Image_classification_data/patch_images\10563.png,0,-1,0
./Image_classification_data/patch_images\10564.png,0,-1,0
./Image_classification_data/patch_images\10565.png,0,-1,0
./Image_classification_data/patch_images\10566.png,0,-1,0
./Image_classification_data/patch_images\10567.png,0,-1,0
./Image_classification_data/patch_images\10568.png,0,-1,0
./Image_classification_data/patch_images\10569.png,0,-1,0
./Image_classification_data/patch_images\10570.png,0,-1,0
./Image_classification_data/patch_images\10571.png,0,-1,0
./Image_classification_data/patch_images\10572.png,0,-1,0
./Image_classification_data/patch_images\10573.png,0,-1,0
./Image_classification_data/patch_images\10574.png,0,-1,0
./Image_classification_data/patch_images\10575.png,0,-1,0
./Image_classification_data/patch_images\10576.png,0,-1,0
./Image_classification_data/patch_images\10577.png,0,-1,0
./Image_classification_data/patch_images\10606.png,0,-1,0
./Image_classification_data/patch_images\10607.png,0,-1,0
./Image_classification_data/patch_images\10608.png,0,-1,0
./Image_classification_data/patch_images\10609.png,0,-1,0
./Image_classification_data/patch_images\10610.png,0,-1,0
./Image_classification_data/patch_images\10611.png,0,-1,0
./Image_classification_data/patch_images\10612.png,0,-1,0
./Image_classification_data/patch_images\10614.png,0,-1,0
./Image_classification_data/patch_images\10615.png,0,-1,0
./Image_classification_data/patch_images\10616.png,0,-1,0
./Image_classification_data/patch_images\10617.png,0,-1,0
./Image_classification_data/patch_images\10618.png,0,-1,0
./Image_classification_data/patch_images\10619.png,0,-1,0
./Image_classification_data/patch_images\10620.png,0,-1,0
./Image_classification_data/patch_images\10621.png,0,-1,0
./Image_classification_data/patch_images\10622.png,0,-1,0
./Image_classification_data/patch_images\10623.png,0,-1,0
./Image_classification_data/patch_images\10624.png,0,-1,0
./Image_classification_data/patch_images\10625.png,0,-1,0
./Image_classification_data/patch_images\10626.png,0,-1,0
./Image_classification_data/patch_images\10627.png,0,-1,0
./Image_classification_data/patch_images\10628.png,0,-1,0
./Image_classification_data/patch_images\10629.png,0,-1,0
./Image_classification_data/patch_images\10630.png,0,-1,0
./Image_classification_data/patch_images\10631.png,0,-1,0
./Image_classification_data/patch_images\10632.png,0,-1,0
./Image_classification_data/patch_images\10633.png,0,-1,0
./Image_classification_data/patch_images\10634.png,0,-1,0
./Image_classification_data/patch_images\10636.png,0,-1,0
./Image_classification_data/patch_images\10637.png,0,-1,0
./Image_classification_data/patch_images\10638.png,0,-1,0
./Image_classification_data/patch_images\10639.png,0,-1,0
./Image_classification_data/patch_images\10640.png,0,-1,0
./Image_classification_data/patch_images\10641.png,0,-1,0
./Image_classification_data/patch_images\10642.png,0,-1,0
./Image_classification_data/patch_images\10643.png,0,-1,0
./Image_classification_data/patch_images\10644.png,0,-1,0
./Image_classification_data/patch_images\10645.png,0,-1,0
./Image_classification_data/patch_images\10646.png,0,-1,0
./Image_classification_data/patch_images\10648.png,0,-1,0
./Image_classification_data/patch_images\10649.png,0,-1,0
./Image_classification_data/patch_images\10650.png,0,-1,0
./Image_classification_data/patch_images\10651.png,0,-1,0
./Image_classification_data/patch_images\10652.png,0,-1,0
./Image_classification_data/patch_images\10653.png,0,-1,0
./Image_classification_data/patch_images\10654.png,0,-1,0
./Image_classification_data/patch_images\10655.png,0,-1,0
./Image_classification_data/patch_images\10657.png,0,-1,0
./Image_classification_data/patch_images\10658.png,0,-1,0
./Image_classification_data/patch_images\10659.png,0,-1,0
./Image_classification_data/patch_images\10660.png,0,-1,0
./Image_classification_data/patch_images\10661.png,0,-1,0
./Image_classification_data/patch_images\10662.png,0,-1,0
./Image_classification_data/patch_images\10663.png,0,-1,0
./Image_classification_data/patch_images\10664.png,0,-1,0
./Image_classification_data/patch_images\10666.png,0,-1,0
./Image_classification_data/patch_images\10667.png,0,-1,0
./Image_classification_data/patch_images\10668.png,0,-1,0
./Image_classification_data/patch_images\10669.png,0,-1,0
./Image_classification_data/patch_images\10670.png,0,-1,0
./Image_classification_data/patch_images\10671.png,0,-1,0
./Image_classification_data/patch_images\10672.png,0,-1,0
./Image_classification_data/patch_images\10673.png,0,-1,0
./Image_classification_data/patch_images\10674.png,0,-1,0
./Image_classification_data/patch_images\10675.png,0,-1,0
./Image_classification_data/patch_images\10676.png,0,-1,0
./Image_classification_data/patch_images\10677.png,0,-1,0
./Image_classification_data/patch_images\10678.png,0,-1,0
./Image_classification_data/patch_images\10679.png,0,-1,0
./Image_classification_data/patch_images\10680.png,0,-1,0
./Image_classification_data/patch_images\10681.png,0,-1,0
./Image_classification_data/patch_images\10682.png,0,-1,0
./Image_classification_data/patch_images\10683.png,0,-1,0
./Image_classification_data/patch_images\10684.png,0,-1,0
./Image_classification_data/patch_images\10685.png,0,-1,0
./Image_classification_data/patch_images\10686.png,0,-1,0
./Image_classification_data/patch_images\10688.png,0,-1,0
./Image_classification_data/patch_images\10689.png,0,-1,0
./Image_classification_data/patch_images\10691.png,0,-1,0
./Image_classification_data/patch_images\10692.png,0,-1,0
./Image_classification_data/patch_images\10693.png,0,-1,0
./Image_classification_data/patch_images\10694.png,0,-1,0
./Image_classification_data/patch_images\10695.png,0,-1,0
./Image_classification_data/patch_images\10696.png,0,-1,0
./Image_classification_data/patch_images\10697.png,0,-1,0
./Image_classification_data/patch_images\10698.png,0,-1,0
./Image_classification_data/patch_images\10699.png,0,-1,0
./Image_classification_data/patch_images\10700.png,0,-1,0
./Image_classification_data/patch_images\10701.png,0,-1,0
./Image_classification_data/patch_images\10702.png,0,-1,0
./Image_classification_data/patch_images\10703.png,0,-1,0
./Image_classification_data/patch_images\10704.png,0,-1,0
./Image_classification_data/patch_images\10705.png,0,-1,0
./Image_classification_data/patch_images\10706.png,0,-1,0
./Image_classification_data/patch_images\10707.png,0,-1,0
./Image_classification_data/patch_images\10708.png,0,-1,0
./Image_classification_data/patch_images\10709.png,0,-1,0
./Image_classification_data/patch_images\10710.png,0,-1,0
./Image_classification_data/patch_images\10711.png,0,-1,0
./Image_classification_data/patch_images\10712.png,0,-1,0
./Image_classification_data/patch_images\10713.png,0,-1,0
./Image_classification_data/patch_images\10714.png,0,-1,0
./Image_classification_data/patch_images\10715.png,0,-1,0
./Image_classification_data/patch_images\10716.png,0,-1,0
./Image_classification_data/patch_images\10717.png,0,-1,0
./Image_classification_data/patch_images\10719.png,0,-1,0
./Image_classification_data/patch_images\10720.png,0,-1,0
./Image_classification_data/patch_images\10722.png,0,-1,0
./Image_classification_data/patch_images\10723.png,0,-1,0
./Image_classification_data/patch_images\10724.png,0,-1,0
./Image_classification_data/patch_images\10725.png,0,-1,0
./Image_classification_data/patch_images\10726.png,0,-1,0
./Image_classification_data/patch_images\10727.png,0,-1,0
./Image_classification_data/patch_images\10728.png,0,-1,0
./Image_classification_data/patch_images\10730.png,0,-1,0
./Image_classification_data/patch_images\10731.png,0,-1,0
./Image_classification_data/patch_images\10732.png,0,-1,0
./Image_classification_data/patch_images\10733.png,0,-1,0
./Image_classification_data/patch_images\10734.png,0,-1,0
./Image_classification_data/patch_images\10735.png,0,-1,0
./Image_classification_data/patch_images\10737.png,0,-1,0
./Image_classification_data/patch_images\10738.png,0,-1,0
./Image_classification_data/patch_images\10739.png,0,-1,0
./Image_classification_data/patch_images\10740.png,0,-1,0
./Image_classification_data/patch_images\10741.png,0,-1,0
./Image_classification_data/patch_images\10742.png,0,-1,0
./Image_classification_data/patch_images\10743.png,0,-1,0
./Image_classification_data/patch_images\10744.png,0,-1,0
./Image_classification_data/patch_images\10745.png,0,-1,0
./Image_classification_data/patch_images\10746.png,0,-1,0
./Image_classification_data/patch_images\10747.png,0,-1,0
./Image_classification_data/patch_images\10748.png,0,-1,0
./Image_classification_data/patch_images\10749.png,0,-1,0
./Image_classification_data/patch_images\10750.png,0,-1,0
./Image_classification_data/patch_images\10751.png,0,-1,0
./Image_classification_data/patch_images\10752.png,0,-1,0
./Image_classification_data/patch_images\10753.png,0,-1,0
./Image_classification_data/patch_images\10754.png,0,-1,0
./Image_classification_data/patch_images\10755.png,0,-1,0
./Image_classification_data/patch_images\10758.png,0,-1,0
./Image_classification_data/patch_images\10759.png,0,-1,0
./Image_classification_data/patch_images\10760.png,0,-1,0
./Image_classification_data/patch_images\10761.png,0,-1,0
./Image_classification_data/patch_images\10763.png,0,-1,0
./Image_classification_data/patch_images\10764.png,0,-1,0
./Image_classification_data/patch_images\10765.png,0,-1,0
./Image_classification_data/patch_images\10766.png,0,-1,0
./Image_classification_data/patch_images\10767.png,0,-1,0
./Image_classification_data/patch_images\10768.png,0,-1,0
./Image_classification_data/patch_images\10769.png,0,-1,0
./Image_classification_data/patch_images\10770.png,0,-1,0
./Image_classification_data/patch_images\10771.png,0,-1,0
./Image_classification_data/patch_images\10772.png,0,-1,0
./Image_classification_data/patch_images\10774.png,0,-1,0
./Image_classification_data/patch_images\10775.png,0,-1,0
./Image_classification_data/patch_images\10776.png,0,-1,0
./Image_classification_data/patch_images\10777.png,0,-1,0
./Image_classification_data/patch_images\10779.png,0,-1,0
./Image_classification_data/patch_images\10780.png,0,-1,0
./Image_classification_data/patch_images\10782.png,0,-1,0
./Image_classification_data/patch_images\10783.png,0,-1,0
./Image_classification_data/patch_images\10784.png,0,-1,0
./Image_classification_data/patch_images\10785.png,0,-1,0
./Image_classification_data/patch_images\10786.png,0,-1,0
./Image_classification_data/patch_images\10787.png,0,-1,0
./Image_classification_data/patch_images\10788.png,0,-1,0
./Image_classification_data/patch_images\10789.png,0,-1,0
./Image_classification_data/patch_images\10790.png,0,-1,0
./Image_classification_data/patch_images\10791.png,0,-1,0
./Image_classification_data/patch_images\10792.png,0,-1,0
./Image_classification_data/patch_images\10793.png,0,-1,0
./Image_classification_data/patch_images\10794.png,0,-1,0
./Image_classification_data/patch_images\10795.png,0,-1,0
./Image_classification_data/patch_images\10796.png,0,-1,0
./Image_classification_data/patch_images\10797.png,0,-1,0
./Image_classification_data/patch_images\10798.png,0,-1,0
./Image_classification_data/patch_images\10799.png,0,-1,0
./Image_classification_data/patch_images\10800.png,0,-1,0
./Image_classification_data/patch_images\10801.png,0,-1,0
./Image_classification_data/patch_images\10802.png,0,-1,0
./Image_classification_data/patch_images\10803.png,0,-1,0
./Image_classification_data/patch_images\10804.png,0,-1,0
./Image_classification_data/patch_images\10805.png,0,-1,0
./Image_classification_data/patch_images\10806.png,0,-1,0
./Image_classification_data/patch_images\10807.png,0,-1,0
./Image_classification_data/patch_images\10808.png,0,-1,0
./Image_classification_data/patch_images\10809.png,0,-1,0
./Image_classification_data/patch_images\10810.png,0,-1,0
./Image_classification_data/patch_images\10811.png,0,-1,0
./Image_classification_data/patch_images\10812.png,0,-1,0
./Image_classification_data/patch_images\10813.png,0,-1,0
./Image_classification_data/patch_images\10814.png,0,-1,0
./Image_classification_data/patch_images\10815.png,0,-1,0
./Image_classification_data/patch_images\10816.png,0,-1,0
./Image_classification_data/patch_images\10817.png,0,-1,0
./Image_classification_data/patch_images\10818.png,0,-1,0
./Image_classification_data/patch_images\10819.png,0,-1,0
./Image_classification_data/patch_images\10820.png,0,-1,0
./Image_classification_data/patch_images\10821.png,0,-1,0
./Image_classification_data/patch_images\10822.png,0,-1,0
./Image_classification_data/patch_images\10823.png,0,-1,0
./Image_classification_data/patch_images\10824.png,0,-1,0
./Image_classification_data/patch_images\10825.png,0,-1,0
./Image_classification_data/patch_images\10826.png,0,-1,0
./Image_classification_data/patch_images\10827.png,0,-1,0
./Image_classification_data/patch_images\10828.png,0,-1,0
./Image_classification_data/patch_images\10829.png,0,-1,0
./Image_classification_data/patch_images\10830.png,0,-1,0
./Image_classification_data/patch_images\10831.png,0,-1,0
./Image_classification_data/patch_images\10832.png,0,-1,0
./Image_classification_data/patch_images\10833.png,0,-1,0
./Image_classification_data/patch_images\10834.png,0,-1,0
./Image_classification_data/patch_images\10835.png,0,-1,0
./Image_classification_data/patch_images\10836.png,0,-1,0
./Image_classification_data/patch_images\10837.png,0,-1,0
./Image_classification_data/patch_images\10838.png,0,-1,0
./Image_classification_data/patch_images\10839.png,0,-1,0
./Image_classification_data/patch_images\10840.png,0,-1,0
./Image_classification_data/patch_images\10841.png,0,-1,0
./Image_classification_data/patch_images\10843.png,0,-1,0
./Image_classification_data/patch_images\10844.png,0,-1,0
./Image_classification_data/patch_images\10845.png,0,-1,0
./Image_classification_data/patch_images\10846.png,0,-1,0
./Image_classification_data/patch_images\10847.png,0,-1,0
./Image_classification_data/patch_images\10848.png,0,-1,0
./Image_classification_data/patch_images\10849.png,0,-1,0
./Image_classification_data/patch_images\10850.png,0,-1,0
./Image_classification_data/patch_images\10851.png,0,-1,0
./Image_classification_data/patch_images\10852.png,0,-1,0
./Image_classification_data/patch_images\10853.png,0,-1,0
./Image_classification_data/patch_images\10854.png,0,-1,0
./Image_classification_data/patch_images\10855.png,0,-1,0
./Image_classification_data/patch_images\10856.png,0,-1,0
./Image_classification_data/patch_images\10857.png,0,-1,0
./Image_classification_data/patch_images\10858.png,0,-1,0
./Image_classification_data/patch_images\10859.png,0,-1,0
./Image_classification_data/patch_images\10860.png,0,-1,0
./Image_classification_data/patch_images\10861.png,0,-1,0
./Image_classification_data/patch_images\10862.png,0,-1,0
./Image_classification_data/patch_images\10863.png,0,-1,0
